bear_symbol	bearGeneID	human_symbol	humanGeneID	blastType
LOC113269437	gene-LOC113269437	OR51L1	gene-OR51L1	OBB
LOC113269438	gene-LOC113269438	OR51G1	gene-OR51G1	OBB
LOC113269439	gene-LOC113269439	OR52R1	gene-OR52R1	OBB
LOC113269440	gene-LOC113269440	OR52A1	gene-OR52A1	OBB
LOC113269441	gene-LOC113269441	OR52D1	gene-OR52D1	OBB
LOC113269442	gene-LOC113269442	OR52D1	gene-OR52D1	OBB
LOC113269443	gene-LOC113269443	OR52D1	gene-OR52D1	OBB
LOC113269444	gene-LOC113269444	OR52E2	gene-OR52E2	OBB
LOC113269445	gene-LOC113269445	OR51A7	gene-OR51A7	OBB
LOC113269447	gene-LOC113269447	OR51L1	gene-OR51L1	RBB
LOC113269449	gene-LOC113269449	OR51A7	gene-OR51A7	OBB
LOC113269450	gene-LOC113269450	OR51L1	gene-OR51L1	OBB
LOC113269451	gene-LOC113269451	OR52B4	gene-OR52B4	OBB
LOC113269452	gene-LOC113269452	OR52B4	gene-OR52B4	RBB
LOC113269453	gene-LOC113269453	OR52B4	gene-OR52B4	OBB
LOC113269454	gene-LOC113269454	OR52B4	gene-OR52B4	OBB
LOC113269455	gene-LOC113269455	OR52B4	gene-OR52B4	OBB
LOC113269457	gene-LOC113269457	OR52K1	gene-OR52K1	OBB
LOC113269459	gene-LOC113269459	OR2AT4	gene-OR2AT4	RBB
LOC113269470	gene-LOC113269470	FTL	gene-FTL	OBB
LOC113269474	gene-LOC113269474	TRIM77	gene-TRIM77	RBB
LOC113269475	gene-LOC113269475	OR52A5	gene-OR52A5	RBB
LOC113269476	gene-LOC113269476	OR52A5	gene-OR52A5	OBB
LOC113269477	gene-LOC113269477	OR52A5	gene-OR52A5	OBB
LOC113269478	gene-LOC113269478	OR51V1	gene-OR51V1	OBB
LOC113269480	gene-LOC113269480	OR52B2	gene-OR52B2	OBB
LOC113269481	gene-LOC113269481	OR51I2	gene-OR51I2	OBB
LOC113269482	gene-LOC113269482	OR51G2	gene-OR51G2	OBB
LOC113269483	gene-LOC113269483	OR51L1	gene-OR51L1	OBB
LOC113269484	gene-LOC113269484	OR51G2	gene-OR51G2	OBB
LOC113269485	gene-LOC113269485	OR52A1	gene-OR52A1	OBB
LOC113269486	gene-LOC113269486	OR52K1	gene-OR52K1	OBB
LOC113269487	gene-LOC113269487	OR52A1	gene-OR52A1	OBB
LOC113269488	gene-LOC113269488	OR52J3	gene-OR52J3	OBB
LOC113269489	gene-LOC113269489	OR52E4	gene-OR52E4	OBB
LOC113269490	gene-LOC113269490	OR52E1	gene-OR52E1-2	OBB
LOC113269491	gene-LOC113269491	OR52J3	gene-OR52J3	OBB
LOC113269492	gene-LOC113269492	OR52E2	gene-OR52E2	OBB
LOC113269493	gene-LOC113269493	OR52D1	gene-OR52D1	OBB
LOC113269494	gene-LOC113269494	OR52E1	gene-OR52E1-2	RBB
LOC113269496	gene-LOC113269496	OR51L1	gene-OR51L1	OBB
LOC113269497	gene-LOC113269497	OR51A4	gene-OR51A4	OBB
LOC113269498	gene-LOC113269498	OR52E1	gene-OR52E1-2	OBB
LOC113269499	gene-LOC113269499	OR52J3	gene-OR52J3	OBB
LOC113269500	gene-LOC113269500	OR51G2	gene-OR51G2	OBB
LOC113269501	gene-LOC113269501	OR51A7	gene-OR51A7	OBB
LOC113269502	gene-LOC113269502	OR51A4	gene-OR51A4	RBB
LOC113269503	gene-LOC113269503	OR51G1	gene-OR51G1	RBB
LOC113269504	gene-LOC113269504	OR51G2	gene-OR51G2	RBB
LOC113269505	gene-LOC113269505	OR51A7	gene-OR51A7	RBB
LOC113269506	gene-LOC113269506	OR51A7	gene-OR51A7	OBB
LOC113269507	gene-LOC113269507	OR51T1	gene-OR51T1	RBB
LOC113269508	gene-LOC113269508	OR51G2	gene-OR51G2	OBB
LOC113269509	gene-LOC113269509	OR51I2	gene-OR51I2	OBB
LOC113269510	gene-LOC113269510	OR51S1	gene-OR51S1	RBB
LOC113269511	gene-LOC113269511	OR51A7	gene-OR51A7	OBB
LOC113269512	gene-LOC113269512	OR51F2	gene-OR51F2	OBB
LOC113269514	gene-LOC113269514	OR51F1	gene-OR51F1	RBB
LOC113269515	gene-LOC113269515	OR51C1P	gene-OR51C1P	OBB
LOC113269517	gene-LOC113269517	OR52K1	gene-OR52K1	OBB
LOC113269518	gene-LOC113269518	OR52M1	gene-OR52M1	OBB
LOC113269519	gene-LOC113269519	OR52K1	gene-OR52K1	RBB
LOC113269521	gene-LOC113269521	OR52D1	gene-OR52D1	OBB
LOC113269522	gene-LOC113269522	OR51L1	gene-OR51L1	OBB
LOC113269524	gene-LOC113269524	OR52B4	gene-OR52B4	OBB
LOC113269525	gene-LOC113269525	SSU72L3	gene-SSU72L3	RBB
LOC113269526	gene-LOC113269526	OR52B2	gene-OR52B2	OBB
LOC113269530	gene-LOC113269530	OR2AT4	gene-OR2AT4	OBB
LOC113269533	gene-LOC113269533	PTP4A2	gene-PTP4A2	OBB
LOC113269536	gene-LOC113269536	TMSB4X	gene-TMSB4X	OBB
LOC113269623	gene-LOC113269623	CYP19A1	gene-CYP19A1	RBB
LOC113269668	gene-LOC113269668	RPL30	gene-RPL30	OBB
LOC113269727	gene-LOC113269727	NACA	gene-NACA	OBB
LOC113269735	gene-LOC113269735	BTF3	gene-BTF3	OBB
LOC113269749	gene-LOC113269749	C2CD4B	gene-C2CD4B	RBB
LOC113269768	gene-LOC113269768	CTSV	gene-CTSV	RBB
LOC113269787	gene-LOC113269787	CTSL	gene-CTSL	OBB
LOC113269823	gene-LOC113269823	TLE4	gene-TLE4	RBB
LOC113269854	gene-LOC113269854	ALDH1A1	gene-ALDH1A1	OBB
LOC113269855	gene-LOC113269855	SPATA31A1	gene-SPATA31A1	RBB
LOC113269868	gene-LOC113269868	SPATA31D1	gene-SPATA31D1	OBB
LOC113269869	gene-LOC113269869	SPATA31D1	gene-SPATA31D1	OBB
LOC113269870	gene-LOC113269870	SPATA31D1	gene-SPATA31D1	RBB
LOC113269880	gene-LOC113269880	CTSL	gene-CTSL	OBB
LOC113269908	gene-LOC113269908	RPL38	gene-RPL38	OBB
LOC113269984	gene-LOC113269984	UQCC2	gene-UQCC2	OBB
LOC113270028	gene-LOC113270028	ADAM20	gene-ADAM20	OBB
LOC113270029	gene-LOC113270029	POLR2K	gene-POLR2K	OBB
LOC113270039	gene-LOC113270039	D2HGDH	gene-D2HGDH	OBB
LOC113270041	gene-LOC113270041	DYNLL1	gene-DYNLL1	OBB
LOC113270125	gene-LOC113270125	SEMA4D	gene-SEMA4D	RBB
LOC113270143	gene-LOC113270143	CDC42BPA	gene-CDC42BPA	OBB
LOC113270144	gene-LOC113270144	CNTNAP3	gene-CNTNAP3-2	OBB
LOC113270150	gene-LOC113270150	ZNF782	gene-ZNF782	OBB
LOC113270189	gene-LOC113270189	FOXD4L1	gene-FOXD4L1	RBB
LOC113270205	gene-LOC113270205	SRSF10	gene-SRSF10	OBB
LOC113270231	gene-LOC113270231	PRSS38	gene-PRSS38	OBB
LOC113270234	gene-LOC113270234	SPATA31E1	gene-SPATA31E1	RBB
LOC113270235	gene-LOC113270235	CARM1	gene-CARM1	OBB
LOC113270292	gene-LOC113270292	RPL37	gene-RPL37	OBB
LOC113270358	gene-LOC113270358	ACOT6	gene-ACOT6	OBB
LOC113270361	gene-LOC113270361	ACOT2	gene-ACOT2	RBB
LOC113270384	gene-LOC113270384	COX16	gene-COX16	RBB
LOC113270466	gene-LOC113270466	FAM228B	gene-FAM228B	RBB
LOC113270477	gene-LOC113270477	CELA2A	gene-CELA2A	RBB
LOC113270558	gene-LOC113270558	CAMTA1	gene-CAMTA1	RBB
LOC113270622	gene-LOC113270622	CDK11B	gene-CDK11B	RBB
LOC113270631	gene-LOC113270631	ANKRD65	gene-ANKRD65	OBB
LOC113270673	gene-LOC113270673	SLC2A7	gene-SLC2A7	OBB
LOC113270688	gene-LOC113270688	PTPN11	gene-PTPN11	OBB
LOC113270720	gene-LOC113270720	REXO5	gene-REXO5	OBB
LOC113270721	gene-LOC113270721	MIA3	gene-MIA3	OBB
LOC113270754	gene-LOC113270754	NOMO1	gene-NOMO1	RBB
LOC113270771	gene-LOC113270771	TMEM238	gene-TMEM238	OBB
LOC113270822	gene-LOC113270822	RBFOX1	gene-RBFOX1	RBB
LOC113270874	gene-LOC113270874	ZNF75A	gene-ZNF75A	RBB
LOC113270877	gene-LOC113270877	PLA2G10	gene-PLA2G10	RBB
LOC113270878	gene-LOC113270878	LOC400499	gene-LOC400499	RBB
LOC113270880	gene-LOC113270880	ENPP7	gene-ENPP7	OBB
LOC113270894	gene-LOC113270894	OR2C1	gene-OR2C1	RBB
LOC113270926	gene-LOC113270926	FER	gene-FER	OBB
LOC113270977	gene-LOC113270977	SMIM10L2A	gene-SMIM10L2A	OBB
LOC113270978	gene-LOC113270978	SMIM10L2A	gene-SMIM10L2A	RBB
LOC113270986	gene-LOC113270986	EAPP	gene-EAPP	OBB
LOC113270992	gene-LOC113270992	TEX13C	gene-TEX13C	OBB
LOC113271000	gene-LOC113271000	FSIP2	gene-FSIP2	OBB
LOC113271001	gene-LOC113271001	OR11A1	gene-OR11A1-8	OBB
LOC113271002	gene-LOC113271002	OR11L1	gene-OR11L1	OBB
LOC113271003	gene-LOC113271003	OR8U9	gene-OR8U9	OBB
LOC113271010	gene-LOC113271010	PABIR3	gene-PABIR3	RBB
LOC113271013	gene-LOC113271013	DCAF12L2	gene-DCAF12L2	RBB
LOC113271014	gene-LOC113271014	ATP5MG	gene-ATP5MG	OBB
LOC113271015	gene-LOC113271015	DCAF12L2	gene-DCAF12L2	OBB
LOC113271017	gene-LOC113271017	COA1	gene-COA1	RBB
LOC113271020	gene-LOC113271020	RPL31	gene-RPL31	OBB
LOC113271022	gene-LOC113271022	CCDC169	gene-CCDC169	RBB
LOC113271023	gene-LOC113271023	OR1S1	gene-OR1S1	OBB
LOC113271024	gene-LOC113271024	OR13H1	gene-OR13H1	RBB
LOC113271025	gene-LOC113271025	OR13H1	gene-OR13H1	OBB
LOC113271041	gene-LOC113271041	CYB5D2	gene-CYB5D2	RBB
LOC113271076	gene-LOC113271076	LOC728392	gene-LOC728392	RBB
LOC113271124	gene-LOC113271124	PPP1R2	gene-PPP1R2	OBB
LOC113271163	gene-LOC113271163	CYB5D1	gene-CYB5D1	RBB
LOC113271209	gene-LOC113271209	MYH13	gene-MYH13	RBB
LOC113271211	gene-LOC113271211	MYH3	gene-MYH3	RBB
LOC113271212	gene-LOC113271212	MYH4	gene-MYH4	OBB
LOC113271214	gene-LOC113271214	MYH2	gene-MYH2	RBB
LOC113271216	gene-LOC113271216	SCO1	gene-SCO1	RBB
LOC113271230	gene-LOC113271230	COX10	gene-COX10	RBB
LOC113271232	gene-LOC113271232	HS3ST3B1	gene-HS3ST3B1	RBB
LOC113271246	gene-LOC113271246	ZNF420	gene-ZNF420	OBB
LOC113271271	gene-LOC113271271	SLC47A1	gene-SLC47A1	RBB
LOC113271335	gene-LOC113271335	SLC47A1	gene-SLC47A1	OBB
LOC123000086	gene-LOC123000086	CKLF	gene-CKLF	RBB
LOC123000095	gene-LOC123000095	CD1A	gene-CD1A	OBB
LOC123000100	gene-LOC123000100	ZNF26	gene-ZNF26	RBB
LOC123000103	gene-LOC123000103	ANKRD26	gene-ANKRD26	OBB
LOC123000108	gene-LOC123000108	ZNF300	gene-ZNF300	OBB
LOC123000109	gene-LOC123000109	MYL12A	gene-MYL12A	RBB
LOC123000113	gene-LOC123000113	ZNF397	gene-ZNF397	RBB
LOC123000116	gene-LOC123000116	TARM1	gene-TARM1	RBB
LOC123000119	gene-LOC123000119	ZNF354C	gene-ZNF354C	RBB
LOC123000127	gene-LOC123000127	LOC124904542	gene-LOC124904542	RBB
LOC123000146	gene-LOC123000146	SUMO1	gene-SUMO1	OBB
LOC123000187	gene-LOC123000187	ZNF77	gene-ZNF77	OBB
LOC123000206	gene-LOC123000206	RPL38	gene-RPL38	OBB
LOC123000208	gene-LOC123000208	LTBP4	gene-LTBP4	OBB
LOC123000210	gene-LOC123000210	FTL	gene-FTL	OBB
LOC123000215	gene-LOC123000215	NRXN1	gene-NRXN1	OBB
LOC123000236	gene-LOC123000236	HLA-A	gene-HLA-A-7	RBB
LOC123000262	gene-LOC123000262	RPL32	gene-RPL32	OBB
LOC123000284	gene-LOC123000284	LOC122455342	gene-LOC122455342	RBB
LOC123000326	gene-LOC123000326	RPS29	gene-RPS29	OBB
LOC123000336	gene-LOC123000336	MCUR1	gene-MCUR1	OBB
LOC123000341	gene-LOC123000341	FAM246C	gene-FAM246C	RBB
LOC123000357	gene-LOC123000357	FLG2	gene-FLG2	RBB
LOC123000389	gene-LOC123000389	OR5M11	gene-OR5M11	RBB
LOC123000391	gene-LOC123000391	OR5AN1	gene-OR5AN1	OBB
LOC123000406	gene-LOC123000406	OR10J5	gene-OR10J5	RBB
LOC123000407	gene-LOC123000407	OR10J5	gene-OR10J5	OBB
LOC123000415	gene-LOC123000415	CST9L	gene-CST9L	OBB
LOC123000426	gene-LOC123000426	SLC22A25	gene-SLC22A25	OBB
LOC123000431	gene-LOC123000431	IGLL5	gene-IGLL5	OBB
LOC123000433	gene-LOC123000433	IGLV3-25	gene-IGLV3-25	OBB
LOC123000434	gene-LOC123000434	IGLV3-25	gene-IGLV3-25	OBB
LOC123000441	gene-LOC123000441	FAM90A22	gene-FAM90A22	OBB
LOC123000442	gene-LOC123000442	CD33	gene-CD33	OBB
LOC123000455	gene-LOC123000455	OR2T11	gene-OR2T11-2	OBB
LOC123000457	gene-LOC123000457	OR2H2	gene-OR2H2	OBB
LOC123000477	gene-LOC123000477	TMEM230	gene-TMEM230	OBB
LOC123000487	gene-LOC123000487	OR5V1	gene-OR5V1	OBB
LOC123000488	gene-LOC123000488	OR8U9	gene-OR8U9	OBB
LOC123000526	gene-LOC123000526	LOC102725003	gene-LOC102725003	OBB
LOC123000532	gene-LOC123000532	UBD	gene-UBD-3	RBB
LOC123000539	gene-LOC123000539	RPL36A	gene-RPL36A	OBB
LOC123000540	gene-LOC123000540	SMIM10L2A	gene-SMIM10L2A	OBB
LOC123000541	gene-LOC123000541	RALGAPA2	gene-RALGAPA2	OBB
LOC123000546	gene-LOC123000546	TRAC	gene-TRAC	OBB
LOC123000547	gene-LOC123000547	ZNF208	gene-ZNF208	OBB
LOC123000553	gene-LOC123000553	TRAV9-2	gene-TRAV9-2	OBB
LOC123000554	gene-LOC123000554	RALGDS	gene-RALGDS	OBB
LOC123000561	gene-LOC123000561	CD1A	gene-CD1A	OBB
LOC123000563	gene-LOC123000563	ZNF208	gene-ZNF208	OBB
LOC123000583	gene-LOC123000583	EPPK1	gene-EPPK1	RBB
LOC123000594	gene-LOC123000594	LAMTOR5	gene-LAMTOR5	OBB
LOC123000596	gene-LOC123000596	OR7A17	gene-OR7A17	OBB
LOC123000601	gene-LOC123000601	BTN1A1	gene-BTN1A1	OBB
LOC123000602	gene-LOC123000602	OR5AN1	gene-OR5AN1	OBB
LOC123000609	gene-LOC123000609	OR52H1	gene-OR52H1	RBB
LOC123000616	gene-LOC123000616	OR7A17	gene-OR7A17	OBB
LOC123000619	gene-LOC123000619	OR7A17	gene-OR7A17	OBB
LOC123000637	gene-LOC123000637	RPL36	gene-RPL36	OBB
LOC123000663	gene-LOC123000663	RAP1B	gene-RAP1B	OBB
LOC123000666	gene-LOC123000666	RNF228	gene-RNF228	RBB
LOC123000681	gene-LOC123000681	TMSB4X	gene-TMSB4X	OBB
LOC123000776	gene-LOC123000776	SPATA2	gene-SPATA2	OBB
LOC123000784	gene-LOC123000784	TMSB4X	gene-TMSB4X	OBB
LOC123000888	gene-LOC123000888	ATOX1	gene-ATOX1	OBB
LOC123000897	gene-LOC123000897	GNG10	gene-GNG10	OBB
LOC123000937	gene-LOC123000937	RPL30	gene-RPL30	OBB
LOC123000945	gene-LOC123000945	PPDPF	gene-PPDPF	OBB
LOC123000967	gene-LOC123000967	TRIAP1	gene-TRIAP1	OBB
LOC123000972	gene-LOC123000972	OR2G3	gene-OR2G3	OBB
LOC123001017	gene-LOC123001017	RPL39	gene-RPL39	OBB
LOC123001054	gene-LOC123001054	PCDHGC4	gene-PCDHGC4	RBB
LOC123001055	gene-LOC123001055	RPS15A	gene-RPS15A	OBB
LOC123001068	gene-LOC123001068	OAS1	gene-OAS1	OBB
LOC123001070	gene-LOC123001070	SPINK6	gene-SPINK6	OBB
LOC123001102	gene-LOC123001102	RPL39	gene-RPL39	OBB
LOC123001109	gene-LOC123001109	TLR2	gene-TLR2	OBB
LOC123001121	gene-LOC123001121	CCDC38	gene-CCDC38	OBB
LOC123001190	gene-LOC123001190	SNRPG	gene-SNRPG	OBB
LOC123001230	gene-LOC123001230	KRT81	gene-KRT81	OBB
LOC123001237	gene-LOC123001237	SNRPG	gene-SNRPG	OBB
LOC123001265	gene-LOC123001265	SUMO2	gene-SUMO2	OBB
LOC123001284	gene-LOC123001284	RPS29	gene-RPS29	OBB
LOC123001286	gene-LOC123001286	TMEM256	gene-TMEM256	OBB
LOC123001312	gene-LOC123001312	ABO	gene-ABO	OBB
LOC123001373	gene-LOC123001373	RPS29	gene-RPS29	OBB
LOC123001452	gene-LOC123001452	UGT3A2	gene-UGT3A2	OBB
LOC123001495	gene-LOC123001495	GNAI2	gene-GNAI2	OBB
LOC123001498	gene-LOC123001498	OR2AJ1	gene-OR2AJ1	OBB
LOC123001500	gene-LOC123001500	OR6M1	gene-OR6M1	OBB
LOC123001509	gene-LOC123001509	OR1D2	gene-OR1D2	OBB
LOC123001510	gene-LOC123001510	OR1F1	gene-OR1F1	OBB
LOC123001714	gene-LOC123001714	LSM5	gene-LSM5	OBB
LOC123001737	gene-LOC123001737	RPL31	gene-RPL31	OBB
LOC123001781	gene-LOC123001781	C7orf78	gene-C7orf78	RBB
LOC123001824	gene-LOC123001824	FTH1	gene-FTH1	OBB
LOC123001829	gene-LOC123001829	RPL32	gene-RPL32	OBB
LOC123001837	gene-LOC123001837	ZNF772	gene-ZNF772	OBB
LOC123001842	gene-LOC123001842	PAGE3	gene-PAGE3	RBB
LOC123001847	gene-LOC123001847	RPL36	gene-RPL36	OBB
LOC123001870	gene-LOC123001870	OR1J4	gene-OR1J4	OBB
LOC123001871	gene-LOC123001871	OR1N1	gene-OR1N1	RBB
LOC123001873	gene-LOC123001873	LOC102723971	gene-LOC102723971	RBB
LOC123001874	gene-LOC123001874	LCN9	gene-LCN9	RBB
LOC123001875	gene-LOC123001875	C5	gene-C5	OBB
LOC123001882	gene-LOC123001882	KCNJ6	gene-KCNJ6	OBB
LOC123001884	gene-LOC123001884	A3GALT2	gene-A3GALT2	OBB
LOC123001887	gene-LOC123001887	RPS29	gene-RPS29	OBB
LOC123001890	gene-LOC123001890	TAS2R16	gene-TAS2R16	OBB
LOC123001913	gene-LOC123001913	SUMO2	gene-SUMO2	OBB
LOC123001915	gene-LOC123001915	ZNF84	gene-ZNF84	OBB
LOC123001947	gene-LOC123001947	IGHG3	gene-IGHG3	OBB
LOC123001959	gene-LOC123001959	EDF1	gene-EDF1	OBB
LOC123001964	gene-LOC123001964	TRIP11	gene-TRIP11	OBB
LOC123001971	gene-LOC123001971	SMIM10L3	gene-SMIM10L3	RBB
LOC123002003	gene-LOC123002003	SDR42E1	gene-SDR42E1	OBB
LOC123002056	gene-LOC123002056	TRIM43	gene-TRIM43	OBB
LOC123002075	gene-LOC123002075	IL9R	gene-IL9R	OBB
LOC123002187	gene-LOC123002187	COX7C	gene-COX7C	OBB
LOC123002192	gene-LOC123002192	OR5B21	gene-OR5B21	OBB
LOC123002198	gene-LOC123002198	LOC122526780	gene-LOC122526780	RBB
LOC123002219	gene-LOC123002219	POM121L2	gene-POM121L2	OBB
LOC123002235	gene-LOC123002235	RPL31	gene-RPL31	OBB
LOC123002242	gene-LOC123002242	AKAP17A	gene-AKAP17A	OBB
LOC123002258	gene-LOC123002258	RPL31	gene-RPL31	OBB
LOC123002274	gene-LOC123002274	MIURF	gene-MIURF	RBB
LOC123002291	gene-LOC123002291	CXorf51A	gene-CXorf51A	RBB
LOC123002295	gene-LOC123002295	LOC122319696	gene-LOC122319696	RBB
LOC125280861	gene-LOC125280861	ADPRHL1	gene-ADPRHL1	OBB
LOC125280873	gene-LOC125280873	H2BC5	gene-H2BC5	RBB
LOC125280874	gene-LOC125280874	GTPBP6	gene-GTPBP6	RBB
LOC125280875	gene-LOC125280875	LOC105379603	gene-LOC105379603	OBB
LOC125280876	gene-LOC125280876	UBA1	gene-UBA1	OBB
LOC125280880	gene-LOC125280880	AMY2B	gene-AMY2B	RBB
LOC125280882	gene-LOC125280882	AMY2B	gene-AMY2B	OBB
LOC125280883	gene-LOC125280883	GBP4	gene-GBP4	OBB
LOC125280884	gene-LOC125280884	SPIN2B	gene-SPIN2B	OBB
LOC125280889	gene-LOC125280889	CYP4A11	gene-CYP4A11	RBB
LOC125280890	gene-LOC125280890	IGHG3	gene-IGHG3	OBB
LOC125280891	gene-LOC125280891	RALGDS	gene-RALGDS	OBB
LOC125280892	gene-LOC125280892	GSTM1	gene-GSTM1	OBB
LOC125280897	gene-LOC125280897	GIMAP4	gene-GIMAP4	RBB
LOC125280899	gene-LOC125280899	H2BW1	gene-H2BW1	OBB
LOC125280902	gene-LOC125280902	MICAL2	gene-MICAL2	OBB
LOC125280907	gene-LOC125280907	ANKRD26	gene-ANKRD26	OBB
LOC125280908	gene-LOC125280908	DUOX1	gene-DUOX1	OBB
LOC125280914	gene-LOC125280914	OR7A17	gene-OR7A17	OBB
LOC125280916	gene-LOC125280916	OR7A10	gene-OR7A10	OBB
LOC125280917	gene-LOC125280917	OR7A17	gene-OR7A17	OBB
LOC125280920	gene-LOC125280920	OR7A10	gene-OR7A10	OBB
LOC125280922	gene-LOC125280922	OR7A17	gene-OR7A17	OBB
LOC125280923	gene-LOC125280923	OR7A10	gene-OR7A10	OBB
LOC125280926	gene-LOC125280926	OR7A17	gene-OR7A17	OBB
LOC125280928	gene-LOC125280928	OR7A17	gene-OR7A17	OBB
LOC125280931	gene-LOC125280931	OR7A17	gene-OR7A17	OBB
LOC125280934	gene-LOC125280934	OR7A17	gene-OR7A17	OBB
LOC125280935	gene-LOC125280935	OR7A10	gene-OR7A10	OBB
LOC125280936	gene-LOC125280936	OR7A17	gene-OR7A17	OBB
LOC125280938	gene-LOC125280938	OR7A17	gene-OR7A17	OBB
LOC125280939	gene-LOC125280939	OR7A10	gene-OR7A10	OBB
LOC125280940	gene-LOC125280940	OR7A10	gene-OR7A10	OBB
LOC125280941	gene-LOC125280941	OR7A17	gene-OR7A17	OBB
LOC125280946	gene-LOC125280946	TRIP11	gene-TRIP11	OBB
LOC125280953	gene-LOC125280953	VAMP7	gene-VAMP7	RBB
LOC125280957	gene-LOC125280957	CXCL2	gene-CXCL2	OBB
LOC125280964	gene-LOC125280964	MAN2B2	gene-MAN2B2	OBB
LOC125280978	gene-LOC125280978	RPL32	gene-RPL32	OBB
LOC125280979	gene-LOC125280979	UGT2B4	gene-UGT2B4	OBB
LOC125280987	gene-LOC125280987	MIA3	gene-MIA3	OBB
LOC125280994	gene-LOC125280994	TMSB4X	gene-TMSB4X	OBB
LOC125281004	gene-LOC125281004	OR4D2	gene-OR4D2	OBB
LOC125281006	gene-LOC125281006	OR4D1	gene-OR4D1	OBB
LOC125281007	gene-LOC125281007	FGA	gene-FGA	OBB
LOC125281008	gene-LOC125281008	LOC124900868	gene-LOC124900868	RBB
LOC125281011	gene-LOC125281011	BDH2	gene-BDH2	OBB
LOC125281023	gene-LOC125281023	RPTN	gene-RPTN	OBB
LOC125281034	gene-LOC125281034	OR4Q3	gene-OR4Q3	OBB
LOC125281036	gene-LOC125281036	OR1A1	gene-OR1A1	OBB
LOC125281044	gene-LOC125281044	ZNF382	gene-ZNF382	OBB
LOC125281046	gene-LOC125281046	OR4K2	gene-OR4K2	OBB
LOC125281049	gene-LOC125281049	OR4X2	gene-OR4X2	OBB
LOC125281053	gene-LOC125281053	OR4D2	gene-OR4D2	RBB
LOC125281060	gene-LOC125281060	KRTAP9-7	gene-KRTAP9-7	OBB
LOC125281062	gene-LOC125281062	CYP11B2	gene-CYP11B2	OBB
LOC125281075	gene-LOC125281075	RPL32	gene-RPL32	OBB
LOC125281076	gene-LOC125281076	CYP11B2	gene-CYP11B2	RBB
LOC125281082	gene-LOC125281082	OR2F1	gene-OR2F1	OBB
LOC125281083	gene-LOC125281083	OR2F1	gene-OR2F1	OBB
LOC125281085	gene-LOC125281085	OR2A5	gene-OR2A5	OBB
LOC125281086	gene-LOC125281086	OR2A2	gene-OR2A2	RBB
LOC125281095	gene-LOC125281095	LOC112268384	gene-LOC112268384	OBB
LOC125281098	gene-LOC125281098	LOC112268384	gene-LOC112268384	OBB
LOC125281099	gene-LOC125281099	OR2A7	gene-OR2A7	RBB
LOC125281101	gene-LOC125281101	GIMAP5	gene-GIMAP5	OBB
LOC125281112	gene-LOC125281112	KRT33A	gene-KRT33A	RBB
LOC125281126	gene-LOC125281126	GIMAP6	gene-GIMAP6	OBB
LOC125281133	gene-LOC125281133	SRY	gene-SRY	OBB
LOC125281156	gene-LOC125281156	MAGEA10	gene-MAGEA10	OBB
LOC125281157	gene-LOC125281157	MAGEA4	gene-MAGEA4	OBB
LOC125281158	gene-LOC125281158	MAGEA4	gene-MAGEA4	OBB
LOC125281165	gene-LOC125281165	NKAP	gene-NKAP	OBB
LOC125281166	gene-LOC125281166	NKAP	gene-NKAP	OBB
LOC125281168	gene-LOC125281168	NKAP	gene-NKAP	OBB
LOC125281170	gene-LOC125281170	NKAP	gene-NKAP	OBB
LOC125281172	gene-LOC125281172	ESX1	gene-ESX1	OBB
LOC125281173	gene-LOC125281173	ESX1	gene-ESX1	OBB
LOC125281174	gene-LOC125281174	ESX1	gene-ESX1	OBB
LOC125281176	gene-LOC125281176	ESX1	gene-ESX1	OBB
LOC125281177	gene-LOC125281177	ESX1	gene-ESX1	OBB
LOC125281178	gene-LOC125281178	ESX1	gene-ESX1	OBB
LOC125281179	gene-LOC125281179	ESX1	gene-ESX1	OBB
LOC125281180	gene-LOC125281180	ESX1	gene-ESX1	OBB
LOC125281191	gene-LOC125281191	XAGE2	gene-XAGE2	OBB
LOC125281192	gene-LOC125281192	XAGE2	gene-XAGE2	OBB
LOC125281205	gene-LOC125281205	PABPC1L2A	gene-PABPC1L2A	RBB
LOC125281211	gene-LOC125281211	OR4P4	gene-OR4P4	OBB
LOC125281221	gene-LOC125281221	ASMT	gene-ASMT	OBB
LOC125281226	gene-LOC125281226	MAGEB4	gene-MAGEB4	OBB
LOC125281227	gene-LOC125281227	MAGEB3	gene-MAGEB3	OBB
LOC125281228	gene-LOC125281228	KDM5C	gene-KDM5C	OBB
LOC125281245	gene-LOC125281245	AP1S1	gene-AP1S1	OBB
LOC125281247	gene-LOC125281247	GPM6B	gene-GPM6B	OBB
LOC125281248	gene-LOC125281248	H2AJ	gene-H2AJ	OBB
LOC125281250	gene-LOC125281250	CENPVL1	gene-CENPVL1	OBB
LOC125281251	gene-LOC125281251	NUDT11	gene-NUDT11	RBB
LOC125281254	gene-LOC125281254	CXorf49B	gene-CXorf49B	OBB
LOC125281255	gene-LOC125281255	CXorf49B	gene-CXorf49B	RBB
LOC125281256	gene-LOC125281256	YBX1	gene-YBX1	OBB
LOC125281258	gene-LOC125281258	NXF3	gene-NXF3	OBB
LOC125281260	gene-LOC125281260	H2BC13	gene-H2BC13	OBB
LOC125281262	gene-LOC125281262	ELL2	gene-ELL2	OBB
LOC125281266	gene-LOC125281266	HSFX1	gene-HSFX1	OBB
LOC125281267	gene-LOC125281267	MAGEA8	gene-MAGEA8	OBB
